1111/Modeling and Simulation/"[""modsim"",""modeling"",""simulation"",""physical"",""world""]"/Jessica Townsend/{'ENGR':0, 'AHSE':0,'MTH':2,'SCI':2}/4/[[2014,'f'],[2015,'f'],[2016,'f'],[2017,'f']]/[['m',9,0,100],['r',9,0,100]]/Modeling things yay MATLAB/None/True
1110/Modeling and Control/"[""modcon"",""modeling"",""control""]"/Jose MurMiranda/{'ENGR':3, 'AHSE':0,'MTH':0,'SCI':0}/4/[[2014,'f'],[2015,'f'],[2016,'f'],[2017,'f']]/[['t',10,50,100],['f',10,50,100]]/All of the circuits and sadness/None/True
1200/Design Nature/"[""desnat"",""desnap"",""design"",""nature""]"/Ben Linder/{'ENGR':4, 'AHSE':0,'MTH':0,'SCI':0}/4/[[2014,'f'],[2015,'f'],[2016,'f'],[2017,'f']]/[['m',3,20,140],['w',3,20,140]]/Solidworks and Blinder. Good times./None/True
AHSE 0112/The Olin Conductorless Orchestra//Dabby/{'ENGR':0, 'AHSE':1,'MTH':0,'SCI':0}/1/[[2013,'f'],[2014,'s'],[2014,'f'],[2015,'s'],[2015,'f'],[2016,'s'],[2016,'f'],[2017,'s']]/['r',6,45,135]/Orchestra Pieces without the Conductor/None/True
AHSE 2170/Teaching and Learning in Undergraduate Science and Engineering/[“teaching”,”learning”, “teaching and learning”]/Zastavker/{'ENGR':0, 'AHSE':4,'MTH':0,'SCI':0}/4/[2014,'f']/['m',10,50,100]/Looks into topics in teaching and learning in undergraduate STEM courses. Goal of the course is to help participants become effective tutors, teaching assistants, mentors, and future instructors./None/True
AHSE 3130/Advanced Digital Photography/[“photo”,”photography”, “digital photography”]/Helen Donis-Keller/{'ENGR':0, 'AHSE':4,'MTH':0,'SCI':0}/4/[2014,'f']/[['t',10,50,100],['f',10,50,100]]/Project Based Course which works on developing a personal photographic style and well-crafted imagery./['AHSE 1135']/True
AHSE 3190/Arts, Humanities, Social Sciences Capstone Preparatory Workshop/['Prep-stone',AHSE Capstone','Capstone']/Epstein/{'ENGR':0, 'AHSE':1,'MTH':0,'SCI':0}/1/[2014,'f']/None/True
AHSE 4190/Arts,Humanities, Social Sciences Capstone/['AHSE Capstone','Capstone']/Adler/{'ENGR':0, 'AHSE':4,'MTH':0,'SCI':0}/4/[2014,'f']/['t',1,30,100]/None/True
ENGR 3220/Human Factors Interface Design/['HFID','hfid', 'design', 'human', 'factors']/['Stein',”Milner”]/{'ENGR':4, 'AHSE':0,'MTH':0,'SCI':0}/4/[2014,'f']/[['t',9,40,170],['f',9,40,170]]/None/True/
ENGR 3250/Integrated Product Design/['Product Design', 'integrated product design', 'product', 'design', 'integrated']/Linder /{'ENGR':4, 'AHSE':0,'MTH':0,'SCI':0}/4/[2014,'f']/['r',3,30,180]/None/True/
ENGR 3290/Affordable Design and Entrepreneurship/["ADE", 'ade', 'affordable', 'design', 'entrepreneurship']/Linder /{'ENGR':4, 'AHSE':0,'MTH':0,'SCI':0}/4/[2014,'f']/['t',3,30,180]/None/True
ENGR 3710/Systems/["Systems", 'systems']/Bennet/{'ENGR':4, 'AHSE':0,'MTH':0,'SCI':0}/4/[2014,'f']/[['t',1,30,100],['f',1,30,100]]/None/True
AHSE 1515/Products and Markets/[“FIBE”,”Products”, "markets", 'new fibe']/Neeley/{'ENGR':0, 'AHSE':4,'MTH':0,'SCI':0}/4/[2014,'f']/[['m',9,0,100],['w',9,0,100],['r',9,0,100]]/None/True
AHSE 3510/New Technology Ventures/["New Tech Ventures", 'new', 'technology', 'ventures']/Parizeau/{'ENGR':0, 'AHSE':4,'MTH':0,'SCI':0}/4/[2014,'f']/[['t',4,0,95],['f',4,0,95]]/None/True
AHSE 4590/Entrepreneurship Capstone/["E! Capstone", 'capstone', 'E', 'e!']/Staff/{'ENGR':0, 'AHSE':4,'MTH':0,'SCI':0}/4/[2014,'f']/[['m',1,30,100],['r',1,30,100]]/None/True
ENGR 3600/Topics in Bioengineering/["Bioengineering", 'bio', 'engineering']/Sarang-Sieminski/{'ENGR':4, 'AHSE':0,'MTH':0,'SCI':0}/4/[2014,'f']/[['m',10,50,100],['r',10,50,100]]/None/True
ENGR 2510/Software Design/["SofDes", 'sofdes', 'softdes', 'software', 'design']/Milner/{'ENGR':4, 'AHSE':0,'MTH':0,'SCI':0}/4/[2014,'f']/[['t',1,30,100],['f',1,30,100]]/None/True
ENGR 3599/Special Topic in Computing: Computational Signal Processing/['Comp. Signal Processing', 'computational', 'signal', 'processing']/Downey/{'ENGR':2, 'AHSE':0,'MTH':0,'SCI':0}/2/[2014,'f']/[['t',10,50,100],['f',10,50,100]]/None/True
